comment_id,original_comment,detected_aspects,aspect_count,matched_keywords
1466,gw liat di komen pada bandingin yang harganya diatas f tapi ram dan storage lebih rendah dari f sampe ada yang bilang untuk nggame cuma mentok fps katanya hpnya bisa ampe fps boss padahal itu bukan salah hpnya tapi devs gamenya yang belum update sama hardware terbaru ada yang bilang bodi metal ah panas setrika atau hp boss itu pertanda bagus karena cpunya memang bekerja sesuai performanya panas itu hal yang bagus karena pertanda panas tersalur keluar gak ngendap di dalam ditambah ada kacavapor chamber sistem yang ngebuat double pengeluaran panasnya jadi sales hp sebelah mah gpp hina aja gpp asalakan point yang dihinanya tepat tapi jangan lupa mikir juga biar oonnya gak terlalu keliatan,"Software, Storage, Performance, Design, Price, BuildQuality",6,"bodi, performanya, metal, ram, harganya, update"
1473,kenapa ya poco sekarang susah ngeluarin mp ultra wide padahal poco x nfc keluar lama udah ada loh,"Features, Connectivity",2,nfc
1475,beli merek lain aja bang kalau pengen ultrawidenya ini aja sukur bang harga lebih murah dibanding sebelah dgn chipset yg sama,Price,1,harga
1476,​garethbalein nb iya tau cuma kan ultra wide nya lebih unggul sama pendahulunya poco x nfc bg dari poco f sampe f blm ada peningkatan gitu loh,"Features, Connectivity",2,nfc
1478,wah kalo saya belum pengen berpaling dari x nfc bukan karna performanya cipsetnya tapi karna kamera uw nya cakep opsi masih ada soalny seri yang baru malah kamera uw nya downgrate jadi masih nunggu ada yang bisa gantiin dari serius poco,"Camera, Storage, Connectivity, Performance, Design, Features",6,"kamera, performanya, cakep, opsi, nfc"
1479,teringan hp sony gw dulu yang dengan pd nya foto under water di laut,Camera,1,foto
1482,flegsip kilerr tekilerrr kilerr harapan baru pemuja antutu tp iqoo masih layak d pertimbangkan cam bening yg jelas ui enak dr ui poco,"Software, Performance",2,"cam, bening"
1483,yg warna item gampang nyeplak sidik jari gk,"Design, Security",2,"sidik jari, warna"
1485,nonton pake poco x nfc huaaa,"Features, Connectivity",2,nfc
1487,skip pubgm kok gk langsung kebuka fps wkwk nunggu update kelamaan,Software,1,update
1488,baru beli jt asli di harga segini dapat s gen ga ada obat di harga yg sama sblh cm dapat,Price,1,harga
1489,ada gak hp yg harga di bwah jt yg layar amoled chipset kenceng ram gedek kamera lengkap wide ultra wide makro giroskop udh hardware bezel tipis punya jack audio mm batrei gdek gk gmpang panas kira adaa gk ya,"Camera, Storage, Audio, Design, Display, Price",6,"kamera, amoled, gedek, harga, audio, tipis"
1490,sepertinya ada yang ketinggalan nfc ada gak ya bang,"Features, Connectivity",2,nfc
1496,mas bro masih hidup di thn sepertinya hp gw selalu poco aman tuh terkahir ini pake f di geber game matot sih klo batrenya setelah di cas ya aman,"Audio, Performance",2,"game, hidup"
1499,x pro selfie kandidat anomali yg sulit di saingi bhkan seri f msih klah di sini x nfc uw masih kandidat anomali yg sampai sekarang pnerusnya gk ada yg ngasih fps di range hrganya poco spertinya suka menciptakan anomali yg bkin kesan downgrade di sektor camera tertentu di generasi penerusnya,"Features, Camera, Connectivity",3,"selfie, nfc"
1500,setuju x pro dan x nfc sgt anomali terutama di sektor kamera nya,"Features, Camera, Connectivity",3,"kamera, nfc"
1501,iya kenapa ya kamera x pro bagus banget kamera depan atau belakang kecuali ultrawide kurangnya video kamera utamanya yg jitter sisanya bagus bngt buat jt aneh seri f malah jelek padahal chipset snapdragon sama sensor kameranya sony di atas spek harusnya lebih bagus entah kenapa d sensor omnivision bagus aneh bngt,"Design, Display, Camera",3,"kamera, utamanya, omnivision"
1502,x nfc udh th d ajakin perang ngojol maxim bbeeuuuhhh masih sangat anomali sekalimgkn ajal ny nunggu mnta ganti ama xiaomi yg pake soc xring kali yaa,"Features, Connectivity",2,nfc
1503,x nfc hape ajaib yg paling anomali,"Features, Connectivity",2,nfc
1504,gw yg masih pake nfc masih bersykur banget kwkwkwwk pemakaian tahun,"Features, Connectivity",2,nfc
1506,dri user f bagus² aja bang cuma punyaku volume nya uda rada² sisanya aman,Audio,1,volume
1509,agak nyesel beli f pro secara gw nggk doyan foto tapi kalau nunggu kelamaan,Camera,1,foto
1511,iya poco f pro jt secara performa sma tapi f punya layar dan battrey lebih gede ​garethbalein nb,"Display, Performance",2,"layar, performa"
1514,kenapa orang suka sama snapdragon dibanding mediatek karena optimalisasi berbagai game di snapdragon lebih unggul ketimbang mediatek seperti game fps dan satu lagi hp yg pake snapdragon itu bisa dioprek,"Software, Performance",2,"game, dioprek"
1515,iya bener saya dari dulu ga pernah beli hape baru kadang cari yg bekas flagship snapdragon tinggal ganti cusrom android terbaru,Software,1,android
1518,harga normal jt diharga segitu lebih enak ambil xiaomi t sih dna flagshipnya masih terasa secara poco kasta terendah dixiaomi,Price,1,diharga
1520,emang harga nya kisaran brp ya,Price,1,harga
1521,shopee dan tokopedia harga pengenalan,Price,1,harga
1522,belum ada yg internal tb ya,Storage,1,internal
1523,bisa pake external ssd tb sekalian,"Storage, Connectivity",2,external
1525,bang cara biar nonaktif apk palm store gimana,Software,1,apk
1529,speaker tidak di bahas intens padahal speaker penentu enak nya maen game kebutuhan dasar game chipset layar speaker framerate,"Audio, Display, Performance",3,"game, speaker, layar"
1533,njir lah video pro nya ilang,Camera,1,video
1535,overall gw meyimpulkan kelebihan masing antara poco f dan iqoo neo adalah poco f penampilan lebih mewah metal dan kaca ip rating lebih tinggi masa update lebih panjang tahun harga lebih murah iqoo neo ram lebih banyak gb dibanding poco refresh rate dan kecerahan layar lebih tinggi kapasitas batere lbh besar jadi pemakaian lebih irit fitur gaming lebih lengkap punya prosesor terpisah khusus gaming punya varian rammemori yang lebih lengkap tidak semua orang butuh memori gb kesimpulannya kekurangan yang satu merupakan kelebihan yang lain mengenai hasil kamera performa dalam hal ini suhu lah tergantung situasi dan kondisi juga bagi yang lebih fokus ke gaming ambil iqoo yang lebih mementingkan penampilan dan all rounder pilih poco yang punya budget bisa ambil ke nya,"Software, Camera, Storage, Performance, Display, Features, Price, BuildQuality",8,"kamera, kaca, layar, kapasitas, fitur, merupakan, harga, performa"
1537,ramafarenza lu baca gak sih komentar gw justru harga murah itu lah kelebihan dari poco wkwkwkw,Price,1,harga
1538,bandingin diharga yg sama,Price,1,diharga
1539,​ramafarenza makanya baca gak semua orang butuh gb ip body metal semoga aja gk matot tu poco,BuildQuality,1,metal
1540,poco rawan matot akibat internal memory kena panas bawa kipas gaming biar awet atau main pas panas hpnya siram air kan tahan cipratan hujan,Storage,1,internal
1541,achiles heel buat hape ini jelas di hyperos nya kalo aja hyperosnya udah update dan lebih stabil mestinya sih bisa banget jadi pilihan utama di harganya terlebih langsung rilis di harga merek sebelah dengan spek yang mirip,"Storage, Software, Price",3,"hyperos, pilihan, harga"
1543,menyesal beli xiaomi t tahun lalu harga,Price,1,harga
1552,gw baru nonton video iqoo neo di menit berapa dibilang kompor justru suhu tertingginya iqoo di bilang anget makanya masuk ke poin menarik sebaliknya poco di bilang extreme panasnya dimenit,Camera,1,video
1553,pengujian benchmark bukan mainin game,Performance,1,game
1559,ram total gb yang terpakai gb sisa gb seriusan dan romnya total gb terpakai an gb sisa an gb berarti spacenya gak legalega banget ya apa karena tim jagat instal aplikasi buat test atau karena blotware yang terinstal,"Software, Storage, Security",3,"blotware, ram, aplikasi"
1561,jagat instal app buat benchmark dan beberapa game buat coba gaming jadi kepakaii banyak,Performance,1,game
1562,bro antutu aja size nya belasan smpe puluhan gb ini masih ditambah benchmark dan kawan kawan,Storage,1,belasan
1563,belum di instal apaapa itu cuma terpakai gb,Storage,1,terpakai
1564,nah ituu mau tau kl misal bersih dan instal daily apps dan game ringan mlbb pubg sisa ram nya berapa ya,"Design, Software, Storage, Performance",4,"game, ram, ringan, apps"
1567,beli f dulu buat gaming aja udah generasi apakah worth it buat upgrade ke f bukan daily driver untuk gaming aja sama body kaca metal frame misal mau dipasang garskin gimana ya,"Price, BuildQuality",2,"worth, frame"
1573,untuk game fps pubg ganti delta force aja min,Performance,1,game
1574,udh ketebak pasti ga bakal ghoib dan stocknya masih ribuan jika di adu sama f x pro waktu awal rilis soalnya pengikut si kuning bakal ludes kalo hp itu rilis di jutaan tau sendiri di negara ini yg demen main game budget nya kebanyakan mentok segitu,Performance,1,game
1576,mayoritas marketnya pengen game rata kanan tapi dompet rata kiri,Performance,1,game
1586,gak ada iklan di f blok,Audio,1,blok
1588,bypass charging gak ada sayang banget buat pemain game berat,"Features, Design, Performance, Battery",4,"game, bypass, charging, pemain"
1590,liat di toko oren dan ijo an sih lebih tepatnya wortit gak,Performance,1,tepatnya
1592,harganya kalo ga salah,Price,1,harganya
1593,lgsg co yg white lumayan lah,Design,1,white
1594,kok di marketplace harganya dh bknnya,Price,1,harganya
1595,itu harga normal woyyy ya lebih bagus redmi note pro plus g yg rom gb udah turun harga,"Software, Price",2,"rom, harga"
1597,bypass charging nya sih yg bikin gw berpikir kali buat beli nih hp mengingat gw sering banget lupa cabut charger,"Features, Battery",2,"bypass, charging"
1598,bypass charging itu hanya berfungsi pada mode gaming saja,"Features, Battery",2,"bypass, charging"
1599,​gazzpacho lah gw pikir buat ngecharge secara umum biar daya nya putus otomatis kalau udah penuh,"Performance, Battery",2,"daya, ngecharge"
1600,​promag kalau itu nama na smart charginghp sekarang rata udah punya itu fitur,Features,1,fitur
1601,​gazzpacho oalah kalau gitu beli aja deh masalah soal panas gw udah pernah pakai hp yg pakai kaca emang panas tapi aslinya suhu didalam nya gk beda jauh sama hp lain dalam artian hp lain tidak terasa panas di tangan bukan berarti gk panas soalnya dari dulu gw sering main sambil buka backdoor trus kipasin dalam nya kecuali pas pakai hp yg backdoor nya kaca gw gk lepas backdoor jadi gw tau panas nya hp lain yg gk pakai backdoor kaca itu kayak gimana,BuildQuality,1,backdoor
1603,batre terlalu besar hp jadi berat harusnya batre mah saja tapi hyper charge seperti poco f gt,"Software, Battery",2,"hyper, batre"
1606,dengan harga segitu tinggal tambah biaya buat beli coolerstickpowerbank kelar udah,Price,1,harga
1608,​​​afiffayadhvictorymungkin stick ps tpi game kek zzz hsr genshin pubg udh bisa pake stick ps di connect dalam game dengan catatan stick ps yg menghubungkan ke bluetooth kan kalo main game berat bikin panas tangan kurang enak bisa make stick ps biar ndk kena panas,"Connectivity, Design, Performance",3,"game, hsr, bluetooth"
1610,redmi note seri tertinggi lbih mahal drpd poco tpi kalah spek lama seri rednote pro plus ditinggal,Price,1,mahal
1611,sanggup beli hp jutaan tapi gak sanggup beli cooler yg harganya ratusan ribu agak miris,Price,1,harganya
1616,iqoo neo langsung kelabakan tuhh banting harga,Price,1,harga
1617,neo buat yg nyari baterai lebih irit selisih jam sot nya,Battery,1,baterai
1619,kamera nya nggak lah yaaa,Camera,1,kamera
1620,jangan kepd an kameranya jelek lbh bagus ambil t diharga yg sama,Price,1,diharga
1621,​tutiune harga yang sama emg dapat t gb,Price,1,harga
1622,keknya ini cuma khusus yang suka performa,Performance,1,performa
1623,gw udah beli ni hp kamera b aja malah bagusan hp ane yg satunya yaitu samsung a,Camera,1,kamera
1624,kalo uji gaming jgn genshin mulu yg jadi patokan liat tuh ark survival paling berat buat hp,Design,1,survival
1629,fitur link to windows itu gimana ya hp saya bisa g ya windows poco x pro infonya bg yg paham,Features,1,fitur
1634,kalo mau hasil foto bagus dan sesuai selera masingmasing coba pake gcam banyak pilihannya developer gcam yang ex pixel aja sekarang gabung ke adobe ngembangin aplikasi kamera indigo untuk apple memang poco foto tunningan aslinya dibikin b aja tapi bisa berubah kok,"Software, Camera",2,"foto, aplikasi"
1636,dr review jr hp ini masih boros baterai nya tapi agak lumayan karena mah tapi mungkin sebanding sama mah di hp lain hp ini panas dan ga nyaman dipegang perlu cooler untuk main tidak tahu untuk casual user spt browsing berat diluar problem xiaomi yg software nya masih kurang optimal kamera b aja tapi gw ga peduli yg penting murah udah murah kenceng baterai cukup ada link to windows pas sesuai kebutuhan beli,"Software, Camera, Battery, Features, Price",5,"baterai, murah, kamera, dipegang, software"
1637,pemakaian tahun jari agak bengkok,Connectivity,1,bengkok
1638,ia sih ini berat semoga ga bengkok lah ini jari dari pengalaman nonton review jagat hal yg berhubungan negatif harus di up level biar sama dengan pemakaian seharihari pribadi ku kalau jr bilang lumayan berat berat,Connectivity,1,bengkok
1643,apakah poco f akan ikut redmi k ultra yg bentar lagi mau rilis di china sia ada sistem bypass charging,"Features, Battery",2,"bypass, charging"
1645,apakah video nya bsa cinematic,Camera,1,video
1647,kalo saya mah tiap tahun baru beli baru soalnya gua beli barang buat dipakai selama dan sebisa mungkin bukan mikirin harga jualnya kalo gitu ngapain beli barang,Price,1,harga
1649,apa disini cuma gua yang merasa candu banget sama intro video di jagat riview,Camera,1,video
1654,gua suka audio nya pas opening bang suround nya kenak,Audio,1,audio
1656,itel s ultra under jt min nfc jg,"Features, Connectivity",2,nfc
1665,tes gamingnya tambahin game hok atau aov gw main game itu yang enginenya lebih berat dari ml maksudku tes engine di moba mlbb pake unity soalnya takutnya udah beli malah gak cocok gitu buat orang orang ky aku yang gak main ml,Performance,1,game
1667,x os update itu di tangan opreker bisa sampek x,Software,1,update
1668,mantap udah mau mau nyaingi samsung soal update software semoga bug ilangfitur nambah,Software,1,software
1669,yang bikin osnya banyak bug dan gak stabil justru karena kebanyakan fitur malah disuruh nambah fitur ntar tambah banyak juga bugnya,"Features, Software",2,"osnya, fitur"
1670,masih belum sih karena mid range samsung aja tahun update os dan flagshipnya tahun update hyper os masih sangat sangat jauh dengan one ui,Software,1,hyper
1672,stabilizer video masih kedut² belum semulus s,"Display, Camera",2,"video, stabilizer"
1675,emang udah aturannya yaa poco seri f ganjil selalu bikin nagihhhh f wkwkk tapi gw pribadi masih betah si ini di f oprek dikit daily gaming jalan adem dan smooth mau upgrade ke f juga gak ada tujuan foto foto jarang juga storage masih gb wkwk,"Camera, Storage",2,"foto, storage"
1676,f udah dewasa jadi udah banyak pembaruan melalui update software nanti juga f kalo udah tahun lebih bakal mantep rugi sih orang yang beli hp baru hitungan bulan udah dijual dengan alasan ga cocok,Software,1,melalui
1678,aku masih betah di poco f udah terlalu lawas tp masih bisa menemani kebutuhan seharihari ku,"Features, Connectivity",2,lawas
1680,cusrom integrity spoof gaming thermal kernel ya gitu gitu aja biasa opreker bang ​afiffayadhvictory,Software,1,kernel
1681,gw udh checkout udh nunggu anjayyyy akhirnya warna white mantep sih,Design,1,warna
1684,denger ges kalo mau dapat semua beli flagship aja ini kawasan hp mid range jangan berharap semuanya ada di hp midrangemenengah karena belajarlah dari pepatah cina ada harga ada barang,Price,1,harga
1686,​heryadrian iklan bisa di matiin hp mendang mending aja banyak mau nya udah spek kenceng lo orang indo emang aneh ada iklan tinggal di matiin mau berbagi atau baik hati tinggal on in iklan nya karena itu buat untung dikit doang secara sparepart ori juga murah gk kayak lain udah gk ada iklan tapi jual sparepart ori susah nemu kadang mahal apaan itu sama aja dong namanya juga midrange pasti yang di sunat banyak kalau kgk ya yg flagship gk bakal laku,Price,1,mahal
1688,y all round tapi kamera b aja lah klo all round kamera super y kudu naik flaksip,Camera,1,kamera
1689,​jejakalajangya beli flagship nya jangan google pixel atau huawei ya iya performanya jelek setara midrange coba kalau beli flagship nya iqoo atau xiaomi ultra,Performance,1,performanya
1696,instant sampling rate itu apa ya bedanya sama taich sampling rate biasa,BuildQuality,1,rate
1697,jadi kalo game santai masih lebih worth x pro ya bingung mau ambil mana euy,"Price, Performance",2,"game, worth"
1701,kedat kedut itu emg udah fitur poco yg gbsa dirubah,Features,1,fitur
1705,gw baru pemakaian x pro sebulan ini gapernah nemuin iklan bahkan diaplikasi bawaan kecuali tema iklannya cuma nyelip ga ampe pop up,Software,1,tema
1710,​bioabilityitu krn mrk ga pernah pk poco sendiri tau info iklannya dr orang lain yg emang lbh suka brand lain jd seakanakan iklan di poco sering muncul mengganggu banget padahal enggak pernah orderin hp samsung seri a a g online krn lbh murah buat tetangga ibu anak cewenya baru tau kl seri itu sensitif banget sm iklan dr aplikasi gratisan di play store mrk download apk beauty gitu mungkin ga sengaja klik iklan saat buka apk nya alhasil tiap kali data nyalawifi konek iklannya sering muncul buka apk lain yg butuh koneksi internet jg muncul iklan bejibun bikin pusing mrk,"Audio, Software, Price, Network",4,"murah, internet, gratisan, apk"
1713,bypass charging nya bagaimana,"Features, Battery",2,"bypass, charging"
1714,off,"Audio, Software",2,off
1723,bahas x pro vs f perlu bgt f apa x pro aja udh cukup buat video editing gaming and casual use,Camera,1,video
1724,f ampas banget game pubg mentok smoth extrem plus,Performance,1,game
1735,menurutku masih tetep tecno camon pro g yang lebih all rounder untuk range harga jutaan,Price,1,harga
1740,poco harga juta iqoo harga juta iqoo harga juta mending beli iqoo harga juta uda menang banyak gak overheat poco over heat takutnya matotbugiklan,Price,1,harga
1741,bener sih iklan nya parah emng udah kyk hp banyak virusbuka file aja ada iklanblum lgi panasbikin cepet drop batrewalau batre nya besartpi klo panas trus lama gosong drop tapi spek nya juga parah bgt bikin tergiur coba aja klo gk cepet panas walau banyak iklan gk pp deh,Battery,1,batre
1742,​zonagame cuma buat sosmed aja poco redmi kadang panas penyakit software xiaomi,Software,1,software
1744,entah kenapa eis di poco itu selalu kedut begitu gw pernah pake poco f f pun begitu tapi untuk poco f gt masih lebih rapi harus extra hati saat rekam video jalan itu perlu meminimalisirkan hentakan supaya kedutnya itu bisa teredam,"Features, Camera",2,"video, extra"
1747,buset tahun update udah hampir setara lini flagship nya xiaomi woylah,Software,1,update
1749,dapat harga brp bg,Price,1,harga
1752,tggu bln lgi pasti harga turun tpi begitu mau beli sdh tdk ada yg jual,Price,1,harga
1755,bang plis bikin vidio yutub ny di fps dong biar lebih akurat pas sesi kamera vidio nya,"Camera, Connectivity",2,"sesi, kamera"
1761,foto doang mana whiskas nya,Camera,1,foto
1763,ayo dong poco tambahin bypass charging,"Features, Battery",2,"bypass, charging"
1768,khusus untuk wuthering waves coba tolong lihat gpu yg terpakai itu brp persen om soalnya ana rasa game ini nda jelas apakah cpu bound atau gpu bound om dan nda maksimal gpu nya jadi mungkin sengaja dilimit sama kurogame nya sendiri,"Storage, Performance",2,"game, terpakai"
1771,​simonqg zy yoi kemungkin bakal hadir saat update di android,Software,1,android
1775,yah kedutan juga video stabilisasi nya sama aja ama x saya,"Display, Camera",2,"video, stabilisasi"
1777,link nya itu yang pro lo makanya harganya jt njirrr,Price,1,harganya
1780,hp skrg murah yaadari segi performatp skrg polanya mnurut ku yg flagship itu concern nya ada di cameracamera wajib bagus selain dari performa nya,"Price, Performance",2,"murah, performa"
1781,ya kalau mesin bagus bro pasti ada yang di pangkas ga mungkin kan harga juta jadi all round mikir aja,Price,1,harga
1783,kurang bagus apa kamera nya kan flagship killer bukan flagship,Camera,1,kamera
1784,​lappland maksud dia dibanding hape jutaan tahun lalu jauh lebih improve dan faktanya memang begitu hape flagship stagnan dan ga banyak perubahan justru yg banyak improvement di segmen budget karena persaingan sengit perusahaan handphone ga berani sunat fitur terlalu banyak,Features,1,fitur
1785,video bokehnya gk ada,Camera,1,video
1786,ga ngotak emang poco dulu ambil x nfc midrange yang kualitas kameranya jauh di atas kelasnya sekarang pake x pro yang performanya jauh di atas smartphone sekelas harganya beberapa tahun ke depan mungkin mau coba ambil seri f kalau si x pro udah harus ganti selalu puas dengan pocoxiaomi sebelumnya pakai redmi s redmi note pro,"Connectivity, Features, Price, Performance",4,"performanya, harganya, nfc"
1787,bener series x menjadi penentu kualitas upgrade kedepannya untuk series x itu menjadi standar spesifikasi sebelum x pro keluar dan setelah x pro keluar semua spesifikasi mengikuti standar x pro atau bahkan diatasnya padahal loncatannya dri series sebelumnya terlalu jauh seperti x pro ke x pro dan x ke x series,Connectivity,1,kedepannya
1788,sayangnya poco f gk support bypass charger udah gitu pubg mentok fps gk dan panasnya menyeluruh cepat rusak yg ada baterai cpt boros dan bengkak serta udh gk bakal fast charger lebih workit infinix gt pro siih ada ai bawaan dan kebalikannya dari poco f,"Features, Performance, Battery",3,"baterai, bypass, bengkak"
1789,lompat nya ke xiaomi angka atau t series aja sekalian bang biar lebih afdol wkwkw gw dari renot pro lompat ke t pro rasanya nikmat cuma emg ini semua hp yg pake hyperos batrenya udh ky air mengalir boros banget,Software,1,hyperos
1790,x nfc gw padam,"Features, Connectivity",2,nfc
1791,​hendriktanamalx nfc apa x pro,"Features, Connectivity",2,nfc
1793,harga nya dibgoreng jir,Price,1,harga
1794,layar tapi kok serasa layar inchi,Display,1,layar
1796,sebelum sy pribadi ga perlu soc kencang dan terbaru poco f udah cukup melihat harganya yg jtan tapi baterai nya kalah dan sudah ketahuan ada problem walaupun f ga menutup kemungkinan banyak problem jg semoga minim software bug dan hardware malfunction yg bikin gw tertarik karena bs full link to windows bakal beli sih semoga bug nya minimum dan ba di solve dengan cepat,"Software, Connectivity, Battery, Performance, Price",5,"baterai, minim, solve, cepat, harganya"
1797,link to windows itu bawaan android merk lain juga bisa,Software,1,android
1798,tapi ga semua android bisa full buka apps xiaomi dulu sih ga bs ya,Software,1,android
1805,desain suka poco f kalo spek lebih suka iqoo neo dari dulu gak suka desain iqoo sampe hp flagshipnya gitu aja desainnya,Design,1,desain
1807,goɓlogg dikira flagship killer cuma dilihat dari performa soc nya doang cokk,Performance,1,performa
1810,keren poco kemarin disenggol segitu aja dan beneran dong ngelihat dari harga cocok banget sama kemauan ku,Price,1,harga
1811,sayangnya poco f gk support bypass charger udah gitu pubg mentok fps gk dan panasnya menyeluruh cepat rusak yg ada baterai cpt boros dan bengkak serta udh gk bakal fast charger lebih workit infinix gt pro siih ada ai bawaan dan kebalikannya dari poco f,"Features, Performance, Battery",3,"baterai, bypass, bengkak"
1815,​nandauhhjgn dicompare sama seri f woi kalo cuma lawan inf gt p lawannya seri x aja itu baru setara secara soc harga mirip² lawan x p itu gt p klo dilawan f udh gk imbang,Price,1,harga
1819,cocok buat hp nge game brutal,Performance,1,game
1822,buat apa hp kedua kalau memang buat entertainment ya beli tablet lebih gede tetep bisa main game mobile fokus untuk game mending beli ally udah murah proper buat game,"Price, Performance",2,"game, murah"
1823,​dessawasshp juta buat foto atau video apa ya kak rekomendasi,Camera,1,foto
1828,update softwarenya bikin nih hp masih woth it tahun depan juga kayanya dah,Software,1,update
1832,tumben gak ada ir blaster,Audio,1,tumben
1838,tes game efootball mobile dong next next nya,Performance,1,game
1839,efootball mah ringan gan,Design,1,ringan
1840,ijin koreksi wireless charging udah bisa om udah support watt malahan,Battery,1,charging
1842,yang beli poco f juta mah aman sentosa harganya beda jauh banget,Price,1,harganya
1843,gw jg dpt juta poco f kemarin ga beda jauh performa gamenya jdi ga nyesal mana harga beda juta lebih dgn poco f tunggu turun smpe jutaan f nya bru mw rencana upgrade,"Price, Performance",2,"performa, harga"
1844,mau brand apapun pake amoled yg dpt layar special cuma samsung sama apple doang warna brand itu bener keluar paling enak dimata,"Design, Display",2,"warna, amoled"
1847,​akangpantunman gak lu buka aja wa warnanya aja beda antara samsung dan xiomay dkk warnanya lebih keluar punya samsung dari zamannya super amoled warna layar samsung udh keluar brand lain cuma dikasih amoled biasa even yg produksi samsung sendiri,"Design, Display",2,"warna, amoled"
1848,​rizkyramadhan makanya ane bilang tuningan layar setiap brand beda meski samasama amoled,Display,1,amoled
1849,​akangpantunmanxiaomi even amoled lu ganti custom room pixel pun g bisa nyamain warna layar pixel asli itu emg dari samsungnya di kasih spek alakadarnya,"Design, Display, Software",3,"warna, amoled, custom"
1855,kang ini di video nyebutnyebut poco versi x yg bener x apa x takut rancu,Camera,1,video
1859,pas pengujian kamera aduh jdi mikir dannn yap batalkan pesanan krn user yg bukan terlalu ngegame tpi butuh software kamera bagus,"Software, Camera",2,"kamera, software"
1860,butuh kamera mending ke t,Camera,1,kamera
1861,​kevinky fniya bang mikir lgi bli f kyknya emg f ini buat user gaming dan spesifikasi gaming kyk gensin impact tpi di pengujian game pun dia overheated bgt hadehhh,Performance,1,game
1863,​aussiavigra namanya juga hp performa ga heran kalo ada yg disunat,Performance,1,performa
1867,bukan fps unlock tp naikin clock speed soc biasanya poco nurunin clock speed saat penggunaan game biar gak panas,Performance,1,game
1880,zisssssssss saya pake daya masa iya gak bisa ngangkat watt anda bercanda yah,Battery,1,daya
1882,waduh pro video hilang padahal biasa nge rekam pake fitur pro,"Features, Camera",2,"video, fitur"
1885,​jvarmdn maksud gua genshin sama hsr di pc aja cuma bisa zzz yg di pc bisa unlimited seharusnya lebih butuh fitur ini,"Features, Design",2,"fitur, hsr"
1888,ingat untuk jangan update hp nya kalo mau performnya max terus karena rom bawaan itu los performnya tapi kalo di update auto limit limit ga jelas itu berlaku di semua hp xiaomi poco redmi mi selama ga ada bug aneh ga usah update kalo mau nikmati hp dengan limiter performa minimal,"Software, Performance",2,"performnya, performa"
1890,kalo update security patch masih aman gan,Software,1,patch
1891,mang eak siapamu yg ikutan garap hyperos,"Audio, Software, Network",3,"ikutan, hyperos, mang"
1893,lah sok tau justru diupdate biasanya lebih stabil dari sebelumnya krn hp klo awal rilis tim software itu masih eksperimen dan belum tau yg cocok buat hp itu apa tpi setelah beberapa lama baru dibuat yang cocok dan stabil buktinya aja ini dlu gw pke poco f pas masih di miui suka trothle parah sampai doang dan pas update hyper os dapet smpe bahkan bisa jdi ya jelas kan lebih stabil peformanya dan ngegame jg msih lancar,Software,1,hyper
1894,maen genshin hsr celup ke air aja kl panas manfaatkan ip rating nya bro btw udh co td yg warna putih,Design,1,hsr
1899,sayangnya poco f gk support bypass charger udah gitu pubg mentok fps gk dan panasnya menyeluruh cepat rusak yg ada baterai cpt boros dan bengkak serta udh gk bakal fast charger lebih workit infinix gt pro siih ada ai bawaan dan kebalikannya dari poco f,"Features, Performance, Battery",3,"baterai, bypass, bengkak"
1900,kalau kamera gan bgsan mana antara dua itu,Camera,1,kamera
1912,tergantung pemakaian bang klo buat medsos gabakal panas kalo game ber jam apalagi game berat pasti semua hp juga panas caranya pake case aja biar ditangan lbh nyaman hp ini juga gokil sih bang bisa buat game beberapa tahun gaakan ganti hp soalnya kenceng,Performance,1,game
1914,​​frilyagustian iqoo malah sudah rilis duluan iqoo neo suhu bisa dibilang mirip kalau iqoo yang jelas bukan lawannya ini harganya beda jauh,Price,1,harganya
1915,scr manajemen handphone panas bisa sampai diluar itu adl bagus karena prosesor bisa lebih adem tp dr sisi user jelas tangannya kepanasan nahhhh kalo hp dipaksa dan msh tergolong adem takutnya mlh prosesor jebol karena kepanasan panas gabisa dikeluarkan dgn maksimal,Display,1,sisi
1919,jika harganya sama dg infinik gt pro,Price,1,harganya
1920,terkenal panas pake metal apa ga kaya setrikaan,BuildQuality,1,metal
1921,goɓlogg malah bagus lah arti nya panas lebih gampang di buang keluar kalo pake plastik panas nya ngumpul di dalem hp,BuildQuality,1,plastik
1924,kok harga di shopee biar dapat harga segitu harus flashsale ya,Price,1,harga
1929,​pendosatobat kentara kurang wawasannya sejak kpn hp gaming butuh kamera yg bagus,Camera,1,kamera
1930,mw bli poco x pro jdi bimbang ke f euy jauh ga sih perbedaannya selain chipset klo buat non gaming worth it ga nambah juta buat ngambil f drpd poco x pro terima kasih,Price,1,worth
1932,alllrounder kata gw mending x pro karena lebih ringan jg dari bodi mediatek cukup buat kerjaan sehariharigame non emulator poco f takut chipset nya nguras batre gede krn optimisasi poco menurut gw kurang gitu bagus,"Design, Battery",2,"bodi, batre"
1933,dari segi kamera bagusan ini atau x pro,Camera,1,kamera
1936,di shopee lansung rame njirrkgk kebagian varian putih gua,Design,1,putih
1937,iya lg yg putih abis duluan wkwk,Design,1,putih
1942,hadeh banyak bner pilihan poco x x pro x pro f f f pro f ultra,Storage,1,pilihan
1944,kurang knp gak sklian f f f f meteor garden,Security,1,garden
1946,​muhammadendaybetul tp banyak pilihan spt ini nanti jadinya nanggung dikit lagi dapat ini dst,Storage,1,pilihan
