comment_id,original_comment,aspects,sentiments,confidences,aspect_count
1240,misi ini udah support bypass charging,"Features, Battery","neutral, neutral","0.988, 0.988",2
1247,kapan poco ada by pas carger semahal apa to fitur itu kok ssah bgt ngasih,"Features, Security","negative, negative","0.970, 0.937",2
1248,bukan anti om buat kaum audiophile kaya saya mediatek itu sebuah anomali banget buat kami om boleh coba ditanyakan ke bro fernanda gunsan untuk alasan nya pokonya kalo anda audiophile mobile pilih snapdragon udah gak ada pilihan lain,"Storage, Performance","negative, neutral","0.984, 0.994",2
1249,pake dap aja om,Software,neutral,0.969,1
1250,ayo dibandingkan head to head poco f vs iqoo neo om dedi gas pol di setiap fitur dan spesifikasi nya om,Features,neutral,0.984,1
1251,yang sy suka desain layarnya,Design,positive,0.978,1
1254,w sih udh tobat sama poco hardware ok but yg paling penting ui nya bro,Software,positive,0.940,1
1256,model kamera bocil banget ya,"Design, Camera","positive, positive","0.992, 0.992",2
1260,wuwa memang berat banget ya sekarang keknya standar pengujian game wuwa wajib masuk si saya sendiri pengguna xiaomi t rata kanan fps dapat rata rata fps di menit awal abistu limit fps bagusnya si fps stabil tanpa fluktuasi berarti biasanya main di rata kiri fps bisa dapat rata rata fps selama jam bermain,"Features, Performance","positive, negative","0.605, 0.987",2
1262,​lumineferusaether masuk akal juga si chipset nya masih baru kan jadi belum jinak aja snap naga satu ni suhu nya juga lumayan panas frame metal juga ngaruh,BuildQuality,positive,0.928,1
1264,kenapa poco ga keluarin model dgn shoulder trigger lagi kayak f gt ya jariku udh kebiasaan main trigger rasanya bakal ga nyaman klo ga ada jdi mikir mw ganti hp,Design,negative,0.990,1
1265,bagi yg udh punya f saya rasa ga perlu update,Software,negative,0.994,1
1266,gila sih ini mirip hp hdc desain nya,Design,positive,0.866,1
1267,lah masih usb,Connectivity,neutral,0.767,1
1268,wajar sih buat harga segini itu kan fitur yg baru ada di flagship aja,"Features, Price","neutral, positive","0.725, 0.603",2
1269,coba game test nya di tambahin minecraft yang terbaru yang update vibrant visuals karena lumayan berat kalo fitur nya di nyalain,"Features, Software, Display, Performance","positive, neutral, positive, positive","0.795, 0.914, 0.794, 0.964",4
1271,official store di shope harga promo sampai tgl juli,Price,neutral,0.971,1
1276,halo bang request dong kalo lagi review hp ngetesnya jangan gaming mulu bang coba tambahin ama aplikasi editing seperti vn capcup lancar gak kira jd buat yg pengen edit video pake hp jd gak salah beli bang makasi,"Software, Camera","neutral, neutral","0.984, 0.995",2
1281,ngiler bgt cuma kurang sir sama bentuk kamera nya klo kamera nya ga kaya gtu langsung beli skarang juga,"Design, Camera","positive, neutral","0.977, 0.917",2
1283,baru bulan lama nya saya baru beli xiaomi t tapi gempuran hape hape baru rasanya kok bikin hape xiaomi t saya terasa sangat mahal dan mulai perlahan tertinggal,Price,negative,0.991,1
1286,di indoa harga jt tapi batrei lebih besar,Price,neutral,0.932,1
1288,cuman butuh fan cooler bypass charging nih hp,"Features, Battery","neutral, neutral","0.994, 0.972",2
1289,fitur pro video itu kayaknya ngebug ga sih makanya gada di f,"Features, Camera","neutral, neutral","0.980, 0.868",2
1297,agak kecewa kenapa perekaman vidio p fps dan terutama fps di kamera utama ngga ditampilkan,Camera,neutral,0.501,1
1303,saya apresiasi cara om irfan present soal bercandaan poco yang untung celetukan yang jarang terjadi di video jagat review hal yang cukup bikin fresh sebelum hal serius lain yang akan dibahas,Camera,negative,0.535,1
1305,pada ngapain ngeributin tentang iqoo neo sama poco f dah udah lu pada masing masing aja lu suka kualitas iqoo neo lu beli lu pake lu nikmatin trus yang suka kualitas poco f lu beli lu pake lu nikmatin ngapain pada ribut soal spek dan kualitas toh beli pake duit masing masing d,BuildQuality,negative,0.900,1
1309,rill tapi seru aja jadi bahan ribut,BuildQuality,negative,0.995,1
1311,bobot agak berat gram krn layar,Display,neutral,0.886,1
1314,not bad lah dapat gb s gen di juta pas walaupun sebenarnya aku yakin lebih better gen s gen tpi bisa dpt usb c bypass charging gb nambah rb ga masalah,"Connectivity, Features, Battery","neutral, negative, neutral","0.994, 0.656, 0.996",3
1315,kan ada iqoo bang beli aja yg itu udh ada bypas chargingnya,Features,neutral,0.992,1
1317,keren bentuk belakangnya,Design,positive,0.996,1
1319,kamera jelas t poco cuma mentingin game doang,"Camera, Performance","neutral, negative","0.575, 0.992",2
1322,konsumsi batrenya secara persentase buat main game kok sama batre mah ya padahal lebih gede mah dibanding mayoritas batre jaman sekarang,"Performance, Battery","neutral, negative","0.788, 0.990",2
1324,xozuu yah kalo gitu mah ga ada gunanya dong batre digedein tapi nguras daya banyak gara chipset ujungujungnya masa pakai perharinya bakal mirip kayak batre mah,Battery,negative,0.747,1
1325,poco memang tidak terkenal irit daya tapi performa juara di kelasnya jadi menyesuaikan kebutuhan memang perlu,"Performance, Battery","positive, positive","0.997, 0.990",2
1326,manajemen daya xiaomi gak sebagus bbk grup,Battery,negative,0.997,1
1327,gw yg liat video ini pake f yang dulu juga harganya jt xixixixi,"Camera, Price","neutral, neutral","0.997, 0.940",2
1334,kenapa frame kamera belakang ada garis tenganya padahal kalo polosan malah lebih simpel n bagus,"Camera, BuildQuality","neutral, neutral","0.975, 0.994",2
1337,beda harga juga kan,Price,positive,0.833,1
1342,desain sudah keren tapi kalah sama redmi turbo baterai sudah besar tapi kalah sama iqoo neo good job meskipun perbedaannya dari kompetitor lain beda tipis,"Design, Battery","negative, neutral","0.964, 0.903",2
1344,memang kayaknya bener ya main wuthering waves lebih optimal di prosesor bikinan mediatek daripada snapdragon asumsinya dimensity e yg hasil benchmark nya mirip sama s gen ini dan tergolong soc baru bisa menawarkan kestabilan frame rate yg relatif lebih baik,"Display, BuildQuality","positive, positive","0.986, 0.916",2
1348,apakah kedepannya kamera dan overheat issuenya bakalan bisa diperbaiki dengan software update,"Software, Camera, Connectivity","neutral, negative, neutral","0.989, 0.979, 0.750",3
1349,udh co di toko oren yg warna white di harga smoga sampai dengan selamat barangnya,"Design, Price","neutral, neutral","0.988, 0.900",2
1354,namanya juga hp yg fokusnya lebih kearah performa ga heran kalo kameranya disunat,"Design, Performance","positive, positive","0.863, 0.990",2
1355,kalo aku ngakalin iklan tinggal matiin rekomendasi iklan dari app bawaan yg suka ngasih iklan sama pake dns anti iklan,Software,neutral,0.648,1
1367,bagi yang menyesal membeli iqoo neo kemarin boleh dijual second saya beli harga jt,Price,neutral,0.993,1
1368,apaan harga segitu cok,Price,negative,0.996,1
1374,cung sini yg beli di tokped dapet harga,Price,positive,0.822,1
1379,poco ngasih notif overheat agar hp tetap aman klo gk ada notif kerja trusss hpnya bisa jebol harga segitu gw angkut lah tinggal tunggu sampe rumah,Price,negative,0.982,1
1380,worth it ga yah kalo jual iqoo neo masih segel buat poco f pengen upgrade dari realme gt neo t gaming ga terlalu hardcore sih,Price,positive,0.900,1
1382,perekaman vidio kurang bagai mana poco f pro ni,Camera,negative,0.611,1
1390,bukan poco namanya kalo ga banting harga,Price,positive,0.866,1
1395,nunggu poco f katanya pake cipset sd elit,Storage,neutral,0.976,1
1399,saya pernah kapok pakai poco karena matot kalau sekarang sih saya yakin masalah matot sudah jarang terjadi tapi hyperos kapan ya kestabilannya mendekati ux merk lain seperti oneui funtouch dll,Software,negative,0.958,1
1402,coba ada bypass charging terus ada gt trigernya dan fitur gamingnya diperbanyak pasti gokil ini hp wah poco bakal memasak udah,"Features, Battery","positive, neutral","0.792, 0.977",2
1407,jadi bingung bener pilih hp apa pocof pocof pro atau neo dana ada juta untuk di pake sehari² ngegame tipis,Design,neutral,0.746,1
1410,tumben poco tidak ada warna kuning warna signaturenya,"Audio, Design","neutral, neutral","0.766, 0.927",2
1411,seri f emang ada warna kuniing,Design,positive,0.565,1
1412,​​jack ada kok seri f warna kuning f ultra f gt,"Audio, Design","neutral, negative","0.990, 0.724",2
1414,​jack poco f gt cmn ada di f f doang hbis itu diganti poco f pro f prof pro,Audio,neutral,0.501,1
1415,wuwa tu game gla sih udh segitu hpnya masih belum bisa stabil,Performance,positive,0.890,1
1417,beda manusia beda cara berpikir ada manusia yang nerima aja padahal ga sesuai apa kata penjualnya ada manusia yang bertindak ketika dia tidak menerima sesuatu yang harusnya dia terima silahkan pilih yang mana ga usah ngehina orang yang sedang berusaha siapa tau emang ada kerusakan hardware jangan mau jadi budak pabrik,Display,negative,0.994,1
1418,anomali sekali kamera nya x pro,Camera,negative,0.996,1
1419,kira kalo jual xiaomi ultra buat veli poco f worth gak ya,Price,positive,0.927,1
1422,iklannya muncul kalo udah update wkwkwk,Software,neutral,0.936,1
1423,iklannya muncul kalo udah update wkwkwk,Software,neutral,0.936,1
1424,fasilitas matot jgn dilupakan gais,Features,negative,0.973,1
1431,om mau tanya warna silver yang spesial edition apakah hasil antutunya sama dengan yang white black secara tulisannya ada spesial edition apakah ada fitur tambahan didalamnya atau sama saja thanks om,"Features, Design, Display","neutral, neutral, neutral","0.994, 0.985, 0.933",3
1437,bang next pengujian gaming coba game wuthering weave dong pngen cari hp yang bisa nge handle itu game wkwkw,Performance,neutral,0.968,1
1438,masih bertahan di poco x nfc dan bingung mau upgrade kemana,"Features, Connectivity","negative, negative","0.532, 0.532",2
1439,iya bener klo bicara kamera mending langsung ke iphone upgradenya tapi klo di android bisa ke samsung seri s atau xiaomi seri mi,"Software, Camera","neutral, neutral","0.996, 0.984",2
1441,kameranya masih b aja gak kayak x pro kok poco kalo bikin hp yang standarnya tipe x hp buat gaming tapi kameranya malah bagus banget dibanding tipe f nya yang standarnya all rounder keknya yang beli x pro yang mentingin kamera gak nyesel keknya hahaha,"Design, Camera","positive, positive","0.997, 0.996",2
1442,idaman masih mikir sih ukuran gede dan beratnya kalo uk in msih ok,Display,negative,0.428,1
1443,dari pinggiran ama kamera langsung keinget model iphone,"Design, Camera","neutral, neutral","0.583, 0.402",2
1444,kali kali tes di wuwa lah bang genshin mah ringan jir buat hp zaman sekarang,Design,neutral,0.517,1
1447,mmm soc udah bagus harga juga masih wajar sayangnya ga ada pro video okelah fokusnya bukan di kamera tapi sensor kamera utama udah bagus mubazir ga optimal,"Camera, Price, Performance","neutral, positive, positive","0.944, 0.928, 0.992",3
1449,itu cuman security patch bukan update os,Software,negative,0.806,1
1456,sebuah fitur anti air bagi poco adalah alternatif pendingin,Features,neutral,0.732,1
1457,awas suhu tinggi bikin hp poco rawan matot kena internal memory baiknya pakai kipas atau main di dalam air,Storage,neutral,0.700,1
1459,malas banget dah xiaomi tuh gapernah mau masukin bypass charging apa ya padahal handphone jutaan yang lain udah ada bypass charging sama tombol gaming trigger,"Audio, Features, Battery","negative, negative, neutral","0.994, 0.994, 0.771",3
1461,brarti nggda yg varian yah di indo nanya dengan nada bingung,Audio,negative,0.936,1
1463,xiaomi jelek software nya hp gw redmi note pro misal buka aplikasi kita lg ngetik koda otp kan kita harus buka pesan atau intip dr recent apps nanti keyboard nya ilangsering nya refresh sendiri padahal ram besarudah extended juga harus di percepatklo tidak menumpuk terus jadi lelet itu cepet bgt penuhnya padahal udah aku set ke gb sampahnya terus iklan nya ganggu bgtterus hp nya cepet rusak apalagi baterainya gw punya oppo ga gitu jujur hp gw itu buat bisnis jd banyak sumpah xiaomi mengecewakan,"Software, Display, Storage, Battery","neutral, negative, negative, negative","0.996, 0.994, 0.996, 0.997",4
1466,gw liat di komen pada bandingin yang harganya diatas f tapi ram dan storage lebih rendah dari f sampe ada yang bilang untuk nggame cuma mentok fps katanya hpnya bisa ampe fps boss padahal itu bukan salah hpnya tapi devs gamenya yang belum update sama hardware terbaru ada yang bilang bodi metal ah panas setrika atau hp boss itu pertanda bagus karena cpunya memang bekerja sesuai performanya panas itu hal yang bagus karena pertanda panas tersalur keluar gak ngendap di dalam ditambah ada kacavapor chamber sistem yang ngebuat double pengeluaran panasnya jadi sales hp sebelah mah gpp hina aja gpp asalakan point yang dihinanya tepat tapi jangan lupa mikir juga biar oonnya gak terlalu keliatan,"Software, Storage, Performance, Design, Price, BuildQuality","negative, neutral, positive, positive, positive, positive","0.945, 0.978, 0.935, 0.935, 0.935, 0.935",6
1473,kenapa ya poco sekarang susah ngeluarin mp ultra wide padahal poco x nfc keluar lama udah ada loh,"Features, Connectivity","negative, negative","0.834, 0.834",2
1475,beli merek lain aja bang kalau pengen ultrawidenya ini aja sukur bang harga lebih murah dibanding sebelah dgn chipset yg sama,Price,positive,0.958,1
1476,​garethbalein nb iya tau cuma kan ultra wide nya lebih unggul sama pendahulunya poco x nfc bg dari poco f sampe f blm ada peningkatan gitu loh,"Features, Connectivity","neutral, neutral","0.985, 0.985",2
1478,wah kalo saya belum pengen berpaling dari x nfc bukan karna performanya cipsetnya tapi karna kamera uw nya cakep opsi masih ada soalny seri yang baru malah kamera uw nya downgrate jadi masih nunggu ada yang bisa gantiin dari serius poco,"Camera, Storage, Connectivity, Performance, Design, Features","positive, positive, negative, positive, positive, negative","0.995, 0.906, 0.813, 0.906, 0.906, 0.813",6
1479,teringan hp sony gw dulu yang dengan pd nya foto under water di laut,Camera,neutral,0.994,1
1482,flegsip kilerr tekilerrr kilerr harapan baru pemuja antutu tp iqoo masih layak d pertimbangkan cam bening yg jelas ui enak dr ui poco,"Software, Performance","positive, positive","0.997, 0.995",2
1483,yg warna item gampang nyeplak sidik jari gk,"Design, Security","positive, neutral","0.865, 0.888",2
1485,nonton pake poco x nfc huaaa,"Features, Connectivity","positive, positive","0.939, 0.939",2
1487,skip pubgm kok gk langsung kebuka fps wkwk nunggu update kelamaan,Software,negative,0.996,1
1488,baru beli jt asli di harga segini dapat s gen ga ada obat di harga yg sama sblh cm dapat,Price,neutral,0.908,1
1489,ada gak hp yg harga di bwah jt yg layar amoled chipset kenceng ram gedek kamera lengkap wide ultra wide makro giroskop udh hardware bezel tipis punya jack audio mm batrei gdek gk gmpang panas kira adaa gk ya,"Camera, Storage, Audio, Design, Display, Price","positive, positive, neutral, neutral, positive, neutral","0.946, 0.810, 0.826, 0.927, 0.739, 0.972",6
1490,sepertinya ada yang ketinggalan nfc ada gak ya bang,"Features, Connectivity","neutral, neutral","0.962, 0.962",2
1496,mas bro masih hidup di thn sepertinya hp gw selalu poco aman tuh terkahir ini pake f di geber game matot sih klo batrenya setelah di cas ya aman,"Audio, Performance","positive, negative","0.946, 0.944",2
1499,x pro selfie kandidat anomali yg sulit di saingi bhkan seri f msih klah di sini x nfc uw masih kandidat anomali yg sampai sekarang pnerusnya gk ada yg ngasih fps di range hrganya poco spertinya suka menciptakan anomali yg bkin kesan downgrade di sektor camera tertentu di generasi penerusnya,"Features, Camera, Connectivity","neutral, neutral, neutral","0.996, 0.693, 0.996",3
1500,setuju x pro dan x nfc sgt anomali terutama di sektor kamera nya,"Features, Camera, Connectivity","negative, positive, negative","0.980, 0.879, 0.980",3
1501,iya kenapa ya kamera x pro bagus banget kamera depan atau belakang kecuali ultrawide kurangnya video kamera utamanya yg jitter sisanya bagus bngt buat jt aneh seri f malah jelek padahal chipset snapdragon sama sensor kameranya sony di atas spek harusnya lebih bagus entah kenapa d sensor omnivision bagus aneh bngt,"Design, Display, Camera","negative, negative, positive","0.993, 0.993, 0.891",3
1502,x nfc udh th d ajakin perang ngojol maxim bbeeuuuhhh masih sangat anomali sekalimgkn ajal ny nunggu mnta ganti ama xiaomi yg pake soc xring kali yaa,"Features, Connectivity","neutral, neutral","0.982, 0.982",2
1503,x nfc hape ajaib yg paling anomali,"Features, Connectivity","neutral, neutral","0.796, 0.796",2
1504,gw yg masih pake nfc masih bersykur banget kwkwkwwk pemakaian tahun,"Features, Connectivity","positive, positive","0.970, 0.970",2
1506,dri user f bagus² aja bang cuma punyaku volume nya uda rada² sisanya aman,Audio,neutral,0.991,1
1509,agak nyesel beli f pro secara gw nggk doyan foto tapi kalau nunggu kelamaan,Camera,negative,0.558,1
1511,iya poco f pro jt secara performa sma tapi f punya layar dan battrey lebih gede ​garethbalein nb,"Display, Performance","neutral, neutral","0.995, 0.831",2
1514,kenapa orang suka sama snapdragon dibanding mediatek karena optimalisasi berbagai game di snapdragon lebih unggul ketimbang mediatek seperti game fps dan satu lagi hp yg pake snapdragon itu bisa dioprek,"Software, Performance","neutral, positive","0.706, 0.768",2
1515,iya bener saya dari dulu ga pernah beli hape baru kadang cari yg bekas flagship snapdragon tinggal ganti cusrom android terbaru,Software,neutral,0.996,1
1518,harga normal jt diharga segitu lebih enak ambil xiaomi t sih dna flagshipnya masih terasa secara poco kasta terendah dixiaomi,Price,neutral,0.957,1
1520,emang harga nya kisaran brp ya,Price,neutral,0.975,1
1521,shopee dan tokopedia harga pengenalan,Price,neutral,0.981,1
1522,belum ada yg internal tb ya,Storage,neutral,0.990,1
1523,bisa pake external ssd tb sekalian,"Storage, Connectivity","neutral, neutral","0.997, 0.997",2
1525,bang cara biar nonaktif apk palm store gimana,Software,neutral,0.963,1
1529,speaker tidak di bahas intens padahal speaker penentu enak nya maen game kebutuhan dasar game chipset layar speaker framerate,"Audio, Display, Performance","negative, neutral, positive","0.974, 0.932, 0.996",3
1533,njir lah video pro nya ilang,Camera,negative,0.997,1
1535,overall gw meyimpulkan kelebihan masing antara poco f dan iqoo neo adalah poco f penampilan lebih mewah metal dan kaca ip rating lebih tinggi masa update lebih panjang tahun harga lebih murah iqoo neo ram lebih banyak gb dibanding poco refresh rate dan kecerahan layar lebih tinggi kapasitas batere lbh besar jadi pemakaian lebih irit fitur gaming lebih lengkap punya prosesor terpisah khusus gaming punya varian rammemori yang lebih lengkap tidak semua orang butuh memori gb kesimpulannya kekurangan yang satu merupakan kelebihan yang lain mengenai hasil kamera performa dalam hal ini suhu lah tergantung situasi dan kondisi juga bagi yang lebih fokus ke gaming ambil iqoo yang lebih mementingkan penampilan dan all rounder pilih poco yang punya budget bisa ambil ke nya,"Software, Camera, Storage, Performance, Display, Features, Price, BuildQuality","negative, neutral, negative, positive, positive, positive, positive, neutral","0.736, 0.924, 0.830, 0.987, 0.521, 0.973, 0.994, 0.802",8
1537,ramafarenza lu baca gak sih komentar gw justru harga murah itu lah kelebihan dari poco wkwkwkw,Price,positive,0.981,1
1538,bandingin diharga yg sama,Price,negative,0.975,1
1539,​ramafarenza makanya baca gak semua orang butuh gb ip body metal semoga aja gk matot tu poco,BuildQuality,negative,0.664,1
1540,poco rawan matot akibat internal memory kena panas bawa kipas gaming biar awet atau main pas panas hpnya siram air kan tahan cipratan hujan,Storage,negative,0.978,1
1541,achiles heel buat hape ini jelas di hyperos nya kalo aja hyperosnya udah update dan lebih stabil mestinya sih bisa banget jadi pilihan utama di harganya terlebih langsung rilis di harga merek sebelah dengan spek yang mirip,"Storage, Software, Price","positive, positive, neutral","0.945, 0.945, 0.828",3
1543,menyesal beli xiaomi t tahun lalu harga,Price,neutral,0.968,1
1552,gw baru nonton video iqoo neo di menit berapa dibilang kompor justru suhu tertingginya iqoo di bilang anget makanya masuk ke poin menarik sebaliknya poco di bilang extreme panasnya dimenit,Camera,neutral,0.997,1
1553,pengujian benchmark bukan mainin game,Performance,negative,0.949,1
1559,ram total gb yang terpakai gb sisa gb seriusan dan romnya total gb terpakai an gb sisa an gb berarti spacenya gak legalega banget ya apa karena tim jagat instal aplikasi buat test atau karena blotware yang terinstal,"Software, Storage, Security","neutral, neutral, negative","0.998, 0.972, 0.984",3
1561,jagat instal app buat benchmark dan beberapa game buat coba gaming jadi kepakaii banyak,Performance,neutral,0.991,1
1562,bro antutu aja size nya belasan smpe puluhan gb ini masih ditambah benchmark dan kawan kawan,Storage,neutral,0.944,1
1563,belum di instal apaapa itu cuma terpakai gb,Storage,neutral,0.538,1
1564,nah ituu mau tau kl misal bersih dan instal daily apps dan game ringan mlbb pubg sisa ram nya berapa ya,"Design, Software, Storage, Performance","neutral, neutral, neutral, neutral","0.954, 0.987, 0.990, 0.971",4
1567,beli f dulu buat gaming aja udah generasi apakah worth it buat upgrade ke f bukan daily driver untuk gaming aja sama body kaca metal frame misal mau dipasang garskin gimana ya,"Price, BuildQuality","negative, neutral","0.900, 0.997",2
1573,untuk game fps pubg ganti delta force aja min,Performance,neutral,0.982,1
1574,udh ketebak pasti ga bakal ghoib dan stocknya masih ribuan jika di adu sama f x pro waktu awal rilis soalnya pengikut si kuning bakal ludes kalo hp itu rilis di jutaan tau sendiri di negara ini yg demen main game budget nya kebanyakan mentok segitu,Performance,positive,0.979,1
1576,mayoritas marketnya pengen game rata kanan tapi dompet rata kiri,Performance,neutral,0.597,1
1586,gak ada iklan di f blok,Audio,neutral,0.735,1
1588,bypass charging gak ada sayang banget buat pemain game berat,"Features, Design, Performance, Battery","negative, negative, negative, negative","0.912, 0.969, 0.969, 0.988",4
1590,liat di toko oren dan ijo an sih lebih tepatnya wortit gak,Performance,positive,0.767,1
1592,harganya kalo ga salah,Price,positive,0.976,1
1593,lgsg co yg white lumayan lah,Design,positive,0.851,1
1594,kok di marketplace harganya dh bknnya,Price,neutral,0.735,1
1595,itu harga normal woyyy ya lebih bagus redmi note pro plus g yg rom gb udah turun harga,"Software, Price","neutral, neutral","0.513, 0.814",2
1597,bypass charging nya sih yg bikin gw berpikir kali buat beli nih hp mengingat gw sering banget lupa cabut charger,"Features, Battery","negative, neutral","0.472, 0.765",2
1598,bypass charging itu hanya berfungsi pada mode gaming saja,"Features, Battery","neutral, neutral","0.901, 0.735",2
1599,​gazzpacho lah gw pikir buat ngecharge secara umum biar daya nya putus otomatis kalau udah penuh,"Performance, Battery","neutral, negative","0.765, 0.640",2
1600,​promag kalau itu nama na smart charginghp sekarang rata udah punya itu fitur,Features,neutral,0.989,1
1601,​gazzpacho oalah kalau gitu beli aja deh masalah soal panas gw udah pernah pakai hp yg pakai kaca emang panas tapi aslinya suhu didalam nya gk beda jauh sama hp lain dalam artian hp lain tidak terasa panas di tangan bukan berarti gk panas soalnya dari dulu gw sering main sambil buka backdoor trus kipasin dalam nya kecuali pas pakai hp yg backdoor nya kaca gw gk lepas backdoor jadi gw tau panas nya hp lain yg gk pakai backdoor kaca itu kayak gimana,BuildQuality,negative,0.953,1
1603,batre terlalu besar hp jadi berat harusnya batre mah saja tapi hyper charge seperti poco f gt,"Software, Battery","negative, negative","0.994, 0.996",2
1606,dengan harga segitu tinggal tambah biaya buat beli coolerstickpowerbank kelar udah,Price,positive,0.885,1
1608,​​​afiffayadhvictorymungkin stick ps tpi game kek zzz hsr genshin pubg udh bisa pake stick ps di connect dalam game dengan catatan stick ps yg menghubungkan ke bluetooth kan kalo main game berat bikin panas tangan kurang enak bisa make stick ps biar ndk kena panas,"Connectivity, Design, Performance","neutral, negative, negative","0.995, 0.996, 0.996",3
1610,redmi note seri tertinggi lbih mahal drpd poco tpi kalah spek lama seri rednote pro plus ditinggal,Price,positive,0.920,1
1611,sanggup beli hp jutaan tapi gak sanggup beli cooler yg harganya ratusan ribu agak miris,Price,negative,0.994,1
1616,iqoo neo langsung kelabakan tuhh banting harga,Price,negative,0.996,1
1617,neo buat yg nyari baterai lebih irit selisih jam sot nya,Battery,positive,0.974,1
1619,kamera nya nggak lah yaaa,Camera,negative,0.982,1
1620,jangan kepd an kameranya jelek lbh bagus ambil t diharga yg sama,Price,negative,0.817,1
1621,​tutiune harga yang sama emg dapat t gb,Price,positive,0.559,1
1622,keknya ini cuma khusus yang suka performa,Performance,positive,0.953,1
1623,gw udah beli ni hp kamera b aja malah bagusan hp ane yg satunya yaitu samsung a,Camera,neutral,0.994,1
1624,kalo uji gaming jgn genshin mulu yg jadi patokan liat tuh ark survival paling berat buat hp,Design,negative,0.670,1
1629,fitur link to windows itu gimana ya hp saya bisa g ya windows poco x pro infonya bg yg paham,Features,neutral,0.995,1
1634,kalo mau hasil foto bagus dan sesuai selera masingmasing coba pake gcam banyak pilihannya developer gcam yang ex pixel aja sekarang gabung ke adobe ngembangin aplikasi kamera indigo untuk apple memang poco foto tunningan aslinya dibikin b aja tapi bisa berubah kok,"Software, Camera","neutral, positive","0.996, 0.990",2
1636,dr review jr hp ini masih boros baterai nya tapi agak lumayan karena mah tapi mungkin sebanding sama mah di hp lain hp ini panas dan ga nyaman dipegang perlu cooler untuk main tidak tahu untuk casual user spt browsing berat diluar problem xiaomi yg software nya masih kurang optimal kamera b aja tapi gw ga peduli yg penting murah udah murah kenceng baterai cukup ada link to windows pas sesuai kebutuhan beli,"Software, Camera, Battery, Features, Price","negative, negative, negative, negative, positive","0.657, 0.880, 0.993, 0.525, 0.941",5
1637,pemakaian tahun jari agak bengkok,Connectivity,negative,0.990,1
1638,ia sih ini berat semoga ga bengkok lah ini jari dari pengalaman nonton review jagat hal yg berhubungan negatif harus di up level biar sama dengan pemakaian seharihari pribadi ku kalau jr bilang lumayan berat berat,Connectivity,negative,0.902,1
1643,apakah poco f akan ikut redmi k ultra yg bentar lagi mau rilis di china sia ada sistem bypass charging,"Features, Battery","neutral, neutral","0.996, 0.996",2
1645,apakah video nya bsa cinematic,Camera,neutral,0.995,1
1647,kalo saya mah tiap tahun baru beli baru soalnya gua beli barang buat dipakai selama dan sebisa mungkin bukan mikirin harga jualnya kalo gitu ngapain beli barang,Price,negative,0.985,1
1649,apa disini cuma gua yang merasa candu banget sama intro video di jagat riview,Camera,positive,0.766,1
1654,gua suka audio nya pas opening bang suround nya kenak,Audio,positive,0.992,1
1656,itel s ultra under jt min nfc jg,"Features, Connectivity","neutral, neutral","0.994, 0.994",2
1665,tes gamingnya tambahin game hok atau aov gw main game itu yang enginenya lebih berat dari ml maksudku tes engine di moba mlbb pake unity soalnya takutnya udah beli malah gak cocok gitu buat orang orang ky aku yang gak main ml,Performance,negative,0.991,1
1667,x os update itu di tangan opreker bisa sampek x,Software,neutral,0.977,1
1668,mantap udah mau mau nyaingi samsung soal update software semoga bug ilangfitur nambah,Software,negative,0.973,1
1669,yang bikin osnya banyak bug dan gak stabil justru karena kebanyakan fitur malah disuruh nambah fitur ntar tambah banyak juga bugnya,"Features, Software","negative, negative","0.968, 0.992",2
1670,masih belum sih karena mid range samsung aja tahun update os dan flagshipnya tahun update hyper os masih sangat sangat jauh dengan one ui,Software,negative,0.967,1
1672,stabilizer video masih kedut² belum semulus s,"Display, Camera","neutral, neutral","0.969, 0.993",2
1675,emang udah aturannya yaa poco seri f ganjil selalu bikin nagihhhh f wkwkk tapi gw pribadi masih betah si ini di f oprek dikit daily gaming jalan adem dan smooth mau upgrade ke f juga gak ada tujuan foto foto jarang juga storage masih gb wkwk,"Camera, Storage","negative, negative","0.984, 0.985",2
1676,f udah dewasa jadi udah banyak pembaruan melalui update software nanti juga f kalo udah tahun lebih bakal mantep rugi sih orang yang beli hp baru hitungan bulan udah dijual dengan alasan ga cocok,Software,neutral,0.997,1
1678,aku masih betah di poco f udah terlalu lawas tp masih bisa menemani kebutuhan seharihari ku,"Features, Connectivity","positive, positive","0.994, 0.994",2
1680,cusrom integrity spoof gaming thermal kernel ya gitu gitu aja biasa opreker bang ​afiffayadhvictory,Software,neutral,0.984,1
1681,gw udh checkout udh nunggu anjayyyy akhirnya warna white mantep sih,Design,positive,0.995,1
1684,denger ges kalo mau dapat semua beli flagship aja ini kawasan hp mid range jangan berharap semuanya ada di hp midrangemenengah karena belajarlah dari pepatah cina ada harga ada barang,Price,neutral,0.550,1
1686,​heryadrian iklan bisa di matiin hp mendang mending aja banyak mau nya udah spek kenceng lo orang indo emang aneh ada iklan tinggal di matiin mau berbagi atau baik hati tinggal on in iklan nya karena itu buat untung dikit doang secara sparepart ori juga murah gk kayak lain udah gk ada iklan tapi jual sparepart ori susah nemu kadang mahal apaan itu sama aja dong namanya juga midrange pasti yang di sunat banyak kalau kgk ya yg flagship gk bakal laku,Price,negative,0.995,1
1688,y all round tapi kamera b aja lah klo all round kamera super y kudu naik flaksip,Camera,neutral,0.793,1
